Date,Close
2026-01-14,23475.849609375
2026-01-16,23485.30078125
2026-01-19,23373.75
2026-01-20,22946.650390625
2026-01-21,22835.150390625
2026-01-22,23008.75
2026-01-23,22706.19921875
2026-01-27,22819.25
2026-01-28,23082.099609375
2026-01-29,23134.80078125
2026-01-30,23079.5
2026-02-02,22837.0
2026-02-03,23446.30078125
2026-02-04,23534.94921875
2026-02-05,23411.69921875
2026-02-06,23434.0
2026-02-09,23683.400390625
2026-02-10,23753.75
2026-02-11,23783.05078125
2026-02-12,23651.55078125
2026-02-13,23313.150390625
2026-02-16,23472.44921875
2026-02-17,23540.05078125
2026-02-18,23645.80078125
2026-02-19,23297.44921875
2026-02-20,23395.0
2026-02-23,23484.94921875
2026-02-24,23304.599609375
2026-02-25,23403.80078125
2026-02-26,23448.5
2026-02-27,23166.849609375
2026-03-02,22835.94921875
2026-03-04,22409.80078125
2026-03-05,22697.80078125
2026-03-06,22481.30078125
2026-03-09,22056.55078125
2026-03-10,22342.94921875
2026-03-11,22042.30078125
2026-03-12,21897.5
2026-03-13,21391.19921875
2026-03-16,21498.80078125
2026-03-17,21669.30078125
2026-03-18,21917.400390625
2026-03-19,21225.80078125
2026-03-20,21327.900390625
2026-03-23,20664.25
2026-03-24,21067.0
2026-03-25,21478.19921875
2026-03-27,21020.150390625
2026-03-30,20528.05078125
2026-04-01,20935.150390625
2026-04-02,20938.349609375
2026-04-06,21194.05078125
2026-04-07,21296.44921875
2026-04-08,22137.099609375
2026-04-09,22037.5
2026-04-10,22346.75
2026-04-13,22179.05078125
2026-04-15,22595.55078125
2026-04-16,22656.30078125
2026-04-17,22869.400390625
2026-04-20,22865.80078125
2026-04-21,23042.349609375
2026-04-22,22991.5
2026-04-23,22810.849609375
2026-04-24,22570.05078125
2026-04-27,22821.400390625
2026-04-28,22765.599609375
2026-04-29,22871.0
2026-04-30,22683.55078125
2026-05-04,22830.75
2026-05-05,22808.25
2026-05-06,23133.400390625
2026-05-07,23214.0
2026-05-08,23115.650390625
2026-05-11,22795.75
2026-05-12,22299.900390625
2026-05-13,22377.349609375
2026-05-14,22613.099609375
2026-05-15,22531.150390625
2026-05-18,22461.05078125
2026-05-19,22521.75
2026-05-20,22578.150390625
2026-05-21,22602.849609375
2026-05-22,22651.30078125
2026-05-25,22929.44921875
2026-05-26,22897.19921875
2026-05-27,22967.400390625
2026-05-29,22657.0
2026-06-01,22437.94921875
2026-06-02,22521.099609375
2026-06-03,22451.849609375
2026-06-04,22497.69921875
2026-06-05,22465.349609375
2026-06-08,22173.69921875
2026-06-09,22370.150390625
2026-06-10,22233.849609375
2026-06-11,22114.44921875
2026-06-12,22599.80078125
2026-06-15,22891.30078125
2026-06-16,22997.25
2026-06-17,23109.69921875
2026-06-18,23206.44921875
2026-06-19,23144.19921875
2026-06-22,23261.849609375
2026-06-23,23010.94921875
2026-06-24,23126.30078125
2026-06-25,23113.69921875
2026-06-29,23000.0
2026-06-30,22995.650390625
2026-07-01,23111.650390625
2026-07-02,23264.80078125
2026-07-03,23301.150390625
2026-07-06,23433.94921875
2026-07-07,23368.849609375
2026-07-08,22908.05078125
2026-07-09,23081.150390625
2026-07-10,23348.400390625
2026-07-13,23347.05078125
2026-07-14,23199.44921875
2026-07-15,23263.900390625
2026-07-16,23232.650390625
2026-07-17,23336.30078125
2026-07-20,23338.05078125
2026-07-21,23352.150390625
2026-07-22,23145.05078125
2026-07-23,22982.400390625
2026-07-24,22913.30078125
2026-07-27,23153.099609375
2026-07-28,23114.900390625
2026-07-29,23352.599609375
2026-07-30,23353.55078125
2026-07-31,23460.69921875
