,RS_12M_before,RS_9M_before,RS_6M_before,RS_3M_before,RZ_12M_before,RZ_9M_before,RZ_6M_before,RZ_3M_before,RES_MOM_before,RS_12M_after,RS_9M_after,RS_6M_after,RS_3M_after,RZ_12M_after,RZ_9M_after,RZ_6M_after,RZ_3M_after,RES_MOM_after,RANK_before,COMPOSITE_before,RANK_after,COMPOSITE_after
GRAPHITE,0.4635687165968027,0.5382481575845602,-0.20090352101778508,0.048355624588244175,0.46315219963109083,0.38191857759522674,-0.3382210472360586,0.029947423821025554,0.1341992884528211,0.39617656467100343,0.38272777209987047,-0.1302027903517915,-0.5090747500254545,0.429054303176296,0.3457706397927285,-0.3009505157202289,-0.2136551496987996,0.06505481938749899,239.0,1.3984869881188509,239.0,1.3984869881188509
SOUTHBANK,0.9693511194814172,0.5447891096905989,0.5900628435728372,-0.21575281511261912,0.9101554335224256,0.38735332322390875,0.21663737317471776,-0.09802831989745965,0.3540294525058981,0.9661208611864003,0.6829273692091512,-0.31087319097771415,0.39370116484065587,0.9333331802351069,0.5954445063608724,-0.4312868093614374,0.25608578415323935,0.33839416534694533,240.0,1.3971057427617635,240.0,1.3971057427617635
METROPOLIS,0.07961248572032766,0.3451492211425842,0.9383609851217195,1.118709327542314,0.12381718936647575,0.2214765526853785,0.46096654481003085,0.5485954130050452,0.3387139249667326,-0.05952340195930196,0.15230012515987898,0.6183582936266727,0.8395349318195976,0.025857238387596876,0.1541256071887583,0.23906421226947477,0.4880662419776156,0.2267783249558614,241.0,1.39593333745593,241.0,1.39593333745593
RAINBOW,-0.2997959347909218,0.4178162485818788,1.6672563056260172,1.5059020714890308,-0.21149853132067226,0.2818541251431288,0.9722824797033466,0.7362125880756536,0.4447126654003642,-0.07895207222345615,0.6853866549189428,1.4379268415485915,3.7849543536692103,0.00866701807404223,0.5974898767680017,0.8303039867481922,2.020654835693884,0.86427892932103,242.0,1.3945522459390034,242.0,1.3945522459390034
ZENTEC,0.6342684579477724,1.0333418334436502,2.0183006964225627,-0.05041146158236201,0.6140141829130699,0.7932819612499127,1.2185381296161542,-0.017910915435028613,0.6519808395860269,0.43414136074545195,0.8273079183626245,1.787317126198497,0.848360068916554,0.4626450327427466,0.715524780656701,1.082355427259481,0.4926582210867519,0.6882958654364202,243.0,1.3909590969321892,243.0,1.3909590969321892
USHAMART,0.8727272243559114,0.5982205803573475,1.2173815538368484,-1.0273781433791274,0.824760620761153,0.4317484582031233,0.6566978918686647,-0.491307516591478,0.35547486356036573,0.937931125805072,0.3819688309030009,0.8586776038455625,0.38443246049984175,0.9083912899668932,0.34513943380529566,0.4124314493809629,0.2512630039251047,0.4793062942695641,244.0,1.3892976758350146,244.0,1.3892976758350146
GVT&D,1.5380194552988462,1.633585629970142,1.0506887786314063,-1.0356749618223056,1.4127363530487718,1.2920124666000732,0.5397638551195161,-0.49532780277379607,0.6872962179986414,1.5642095222627324,1.6887440843488888,2.159856339942009,-0.8898554561993556,1.4625138040840777,1.4319751038233035,1.3511065906327944,-0.41178658139244956,0.9584522292869316,245.0,1.3883150170941083,245.0,1.3883150170941083
INDIGOPNTS,-0.3421437472530937,-0.46375574944717807,1.3345899614878383,2.389397111278854,-0.24892492063523503,-0.45062632800584035,0.7389189253278434,1.1643167975312734,0.30092111855451037,-0.5975071598746184,0.02827530496701105,-0.5893416603954308,2.183209381446077,-0.450143393562031,0.050975047673850665,-0.6321749906800426,1.187219686777122,0.038969087552224835,246.0,1.387854214746129,246.0,1.387854214746129
UNIONBANK,1.6425104634519632,1.4386577199734296,0.10394504446770202,0.8597205782648513,1.505084007476094,1.1300507843268268,-0.12437150687372761,0.4231004540365105,0.733465934741426,1.5186580640048217,1.387310936646577,0.19484805933184388,0.5210060039776849,1.4222105001311625,1.181275302013623,-0.0664576334001798,0.3223262465264303,0.714838603817759,247.0,1.3839947274997089,247.0,1.3839947274997089
MANAPPURAM,0.8361976282706368,0.9513962102836074,0.6573931797351316,0.23517105769716415,0.7924762876373942,0.7251949901119474,0.2638692222661426,0.12047025609887195,0.47550268902858905,1.1841024404077602,1.088133318444679,1.1707682978551255,1.7268220707334256,1.1262002843737375,0.9324514080231053,0.6375748275779259,0.9497479088950365,0.9114936072174513,248.0,1.3835943775809378,248.0,1.3835943775809378
IKS,0.16219224187386522,0.3365807191097455,0.06218599191687721,0.27333120878703193,0.19679999352111202,0.21435715657722912,-0.15366524548699148,0.1389610461761102,0.09911323769686495,0.019430423523063036,0.26901235307002186,-0.2442317922853988,-0.4038685666363701,0.09571449759199488,0.25119433579034955,-0.3832114584543103,-0.15891326966146302,-0.04880397368335722,249.0,1.381880839714069,249.0,1.381880839714069
BLUEJET,-0.40943663758564885,0.2683998427177857,2.0321332341390703,2.3481400083836554,-0.30839741201688825,0.15770703685095525,1.2282415764013108,1.1443253560132995,0.5554691393121693,-0.4034469079852354,-0.08740788218103529,0.8265171745680737,1.856270686341587,-0.2784415509383907,-0.045237835055851106,0.38923079703605035,1.0171038413920277,0.27066381310845905,250.0,1.380048110324532,250.0,1.380048110324532
ABSLAMC,0.15421857649014398,0.9515537426232021,0.19584433312051994,-0.9140435279870597,0.18975298241087393,0.7253258805664423,-0.05990467690281246,-0.43639037077714465,0.10469595382433979,0.0158754871546204,0.3337384445121564,0.4687264807903017,-1.5675333097028283,0.09256913877209948,0.30502656499323605,0.13111927038445978,-0.7644023551559511,-0.05892184525153896,251.0,1.3795412836329368,251.0,1.3795412836329368
NATIONALUM,1.098649079274989,0.4854698622262165,-0.41578089971217613,-1.2197165762737667,1.0244271160357923,0.3380661528506337,-0.48895631015218227,-0.5845065602237779,0.07225759962761644,1.2823411805839149,1.0334141271994453,-0.7875355111576943,-1.3348601169801206,1.2131205709396111,0.8869418464339672,-0.7751527659068599,-0.64333563080929,0.17039350516435706,252.0,1.3763567303155966,252.0,1.3763567303155966
TMCV,,2.5207294875174324,0.6196634334699551,2.6595954632172045,0.0,2.029122465825736,0.2374020191682836,1.2952434543241589,0.8904419848295446,,2.258524739374321,0.8877508301168597,0.25492135843766306,0.0,1.9058576160111635,0.43340498208618344,0.18387455788319054,0.6307842889951344,253.0,1.3687603799162045,253.0,1.3687603799162045
VTL,0.2343910909982191,0.9402703977011587,0.613964539524717,-1.5186869629960404,0.2606083009231813,0.7159507760712766,0.23340427737533143,-0.7293749242712183,0.12014710752464272,0.3229112562354296,1.2761713725991142,1.9536905826188409,-0.028649987265253512,0.3642301656401455,1.0888413182520569,1.2023778525985513,0.036324023414265466,0.6729433399762548,254.0,1.3674427074985598,254.0,1.3674427074985598
FEDFINA,1.4429065179727507,1.241819489041038,1.5337246836136382,0.24673368091884784,1.3286769031209185,0.9665018547864767,0.8786108039134101,0.12607301270826918,0.8249656436322685,1.0406503165815317,0.5883114394215864,-0.1326643488509395,-0.8961451957242311,0.9992758176195768,0.5167531115139903,-0.3027262931040641,-0.41505931836897747,0.19956082941513137,255.0,1.3674288070244613,255.0,1.3674288070244613
TITAGARH,0.26389471961092664,0.3586329610738795,1.2579087792255794,0.22315625357262556,0.28668318475898347,0.2326799211647531,0.6851275107115105,0.11464839181005451,0.3297847521113254,-0.02349574289099786,-0.2671235483899325,0.5148614445619419,-0.4180553446398472,0.057734015765842424,-0.19470607451158664,0.16440120347607357,-0.16629506866381372,-0.034716480983371094,256.0,1.3514555112591125,256.0,1.3514555112591125
PVRINOX,0.443228878729575,0.4655113199445318,1.0946935913173892,2.294253904260757,0.4451761426318314,0.3214830012449047,0.5706329817353536,1.1182144363507913,0.6138766404907203,0.48970261410797095,0.28144349809656155,1.0168614738353663,0.9843439970084441,0.5118048657736826,0.26153323056080346,0.5265458768514671,0.5634146694133851,0.4658246606498345,257.0,1.3502060917017606,257.0,1.3502060917017606
CRISIL,-0.5337909639819024,0.27371657944971134,0.37288867912200385,2.919883653925235,-0.41829998223379844,0.16212460653259375,0.0642909280719771,1.4213680674744527,0.30737090496130626,-0.7483767001443841,-0.15852715478722426,-0.38380529045018563,1.2532761791444547,-0.5836306883990294,-0.10438722749370034,-0.483900295022519,0.7033480153292117,-0.1171425488965093,258.0,1.3474322756270802,258.0,1.3474322756270802
JAYNECOIND,0.9939018905203891,0.5612641062526197,0.20442770729166487,-0.44159798136624456,0.9318530528669441,0.40104206671208265,-0.053883488584822385,-0.2074633048198221,0.26788708154359564,1.1905807409529412,0.7730820995405918,0.338736595481258,-2.681489966347424,1.1319321956221644,0.6704255533976049,0.03734408749157574,-1.344026857256822,0.1239187448136308,259.0,1.342497643662558,259.0,1.342497643662558
SUPRIYA,0.3878359101594923,-0.011689342339093491,0.11915840140490447,-0.6038136242406513,0.39622063143877634,-0.07501343708794841,-0.11369942323374832,-0.2860661225227981,-0.019639587851429635,0.3499134534309114,0.25592043415148924,-0.004021573322260227,0.16284927972752827,0.3881213384496804,0.2403058800806746,-0.20992292017724118,0.13596673987121854,0.13861775955608308,260.0,1.3342482666632556,260.0,1.3342482666632556
DIXON,-0.4648545505955326,0.0008064602478880474,1.1096392557619779,2.362190669096392,-0.3573749687480939,-0.06463092588995706,0.5811172806094352,1.1511337100230588,0.3275612739986108,-0.6416114944053415,-0.6143878165227773,1.1954497061710276,2.3076123784937965,-0.48916630233848246,-0.48352329272431427,0.6553800866053885,1.2519502351279328,0.23366018166763114,261.0,1.3234958633077163,261.0,1.3234958633077163
ALKYLAMINE,0.12825803504467412,0.9794583234593133,1.6698692272405764,1.6648788413916005,0.16680942819959307,0.7485112358879177,0.9741154294021138,0.8132459853623415,0.6756705197129915,-0.1890216152891927,0.531302900729693,1.109151696993757,1.205884211659604,-0.08872100021989394,0.4693395159606849,0.5931243843663211,0.6786885769272458,0.41310786925858944,262.0,1.318240263830543,262.0,1.318240263830543
BSE,0.9159760858101424,0.6743715742464652,1.025684366191148,-2.1495867926693686,0.8629833442523257,0.4950207883546611,0.5222234015541082,-1.0350822125568864,0.21128633040105216,0.7419646516155357,1.1652499506436145,0.7562186653087398,-1.5286804701015424,0.7350028480618443,0.9965887617145317,0.33851719307203104,-0.7441860768341948,0.3314806815035531,263.0,1.3151581250327766,263.0,1.3151581250327766
SUNPHARMA,0.8354024615981981,0.5744489959834858,0.7796061766853041,0.6769950649217583,0.7917735307363326,0.4119971265669507,0.34960094674539577,0.3345594233412772,0.4719827568474891,0.9931681880968537,1.0222033793855576,1.1725266765401592,1.2919433978968973,0.9572642831959338,0.8776179473322814,0.6388433284492973,0.723467709648845,0.7992983171565893,264.0,1.3149494700055855,264.0,1.3149494700055855
WEWORK,,0.16348528350480795,0.9669997624981751,-0.39086867407505577,0.0,0.07053563843306518,0.48105648477330654,-0.18288203495859912,0.09217752206194316,,0.39214121860871787,0.8574172656706558,1.9316488536674412,0.0,0.35359973620134477,0.41152223677124505,1.0563253249613511,0.4553618244834852,265.0,1.3147547394839205,265.0,1.3147547394839205
SCI,0.16921908356991952,0.23372456786959536,0.5042350688112482,-0.6055601958617777,0.2030102154352487,0.12889604796898946,0.15642967577631467,-0.28691243702310115,0.05035587553936291,0.17739620932244063,0.28915108037658366,1.311974067532241,-0.20952969616386974,0.23548045290315717,0.26794357184132395,0.739441190837812,-0.0577930237662879,0.2962680479540013,266.0,1.3120232708655322,266.0,1.3120232708655322
POLICYBZR,0.11117879394039648,0.32854166287444964,1.3712915220109765,1.5789162724272128,0.15171503985693738,0.20767766634014756,0.7646648619569172,0.7715921718468428,0.47391243500021124,-0.3872903907631906,-0.2569766860410547,-0.31272489649060764,-0.9835337872456926,-0.26414648664574536,-0.1862670013730014,-0.43262263655078,-0.46053017986775124,-0.3358915761093195,267.0,1.303516764847716,267.0,1.303516764847716
CANHLIFE,,0.6334247488418449,-0.3813233984145254,0.4109436736673519,0.0,0.4609988941764848,-0.46478456834719145,0.20564220773966968,0.05046413339224076,,0.5151716048907263,-0.09350002546900411,0.3421182395338602,0.0,0.45592323211602914,-0.2744730057095446,0.22924566679363106,0.1026739733000289,268.0,1.30202237345037,268.0,1.30202237345037
JSWSTEEL,1.2008816254756043,1.2612895066360263,1.492262682700666,-0.2313638824854435,1.1147787741796713,0.9826791010496068,0.8495254453399784,-0.10559278076640949,0.7103476349507117,1.1300304159564993,0.9704147178154976,1.2480002519321831,0.19400310001744656,1.078358100607202,0.8345456863995694,0.6932902442161698,0.15217699137999435,0.6895927556507339,269.0,1.3013273877328662,269.0,1.3013273877328662
RELIGARE,0.32991831954428347,0.30408542211096967,1.0287555973470823,1.2133751191150592,0.3450338954896038,0.18735746747175785,0.5243778527977841,0.5944664389175185,0.41280891366916606,-0.11418033040563096,-0.2164650918896865,-0.002558105547565212,0.20820391784371137,-0.0225024603915872,-0.15257379708489074,-0.2088671691247374,0.15956609571621452,-0.056094332721250216,270.0,1.3008870078019472,270.0,1.3008870078019472
CYIENT,-0.6580344083479038,-0.3212203545009075,0.39512495897141797,2.3252037890456614,-0.5281045565026083,-0.3321965333737173,0.07988955231871561,1.1332114373093207,0.08819997493792767,-1.9737403254591241,-2.0868786886344943,-2.769412661731648,-1.0953709167649666,-1.6678155758351958,-1.708183462380035,-2.2048862549737227,-0.5187223367414827,-1.5249019074826091,271.0,1.2942633710333298,271.0,1.2942633710333298
HOMEFIRST,-0.10427619482734574,-0.08921330681109489,0.6975694002373019,1.8036795303199413,-0.038700989225777166,-0.13942654089944737,0.29205261317107306,0.880502909883048,0.24860699823222415,-0.24534441914499638,-0.19549577705454213,0.0910269517345073,-0.2646652170716212,-0.13855464265628434,-0.1351337673027409,-0.14135456349543762,-0.0864816613928986,-0.12538115871184036,272.0,1.2794981209869878,272.0,1.2794981209869878
CHALET,0.2642738869471968,0.6514515068734228,0.8067201208064033,2.43757691522998,0.2870182874128759,0.47597696507857556,0.368621224825015,1.1876626862497097,0.5798197908915441,-0.1903079037108467,-0.1860620303191091,0.13346302762189402,1.097771916227054,-0.08985909052944036,-0.1272877873402736,-0.11074102177151754,0.6224345610844491,0.07363666536080439,273.0,1.2776231744453213,273.0,1.2776231744453213
UNITDSPR,0.9338516112131723,0.6567953386791445,0.9468992711418046,2.97567936636618,0.8787814772381504,0.4804170475124075,0.4669561040456778,1.4484043023029203,0.818639732774789,1.124839989938124,1.3334781775031943,1.897535012427074,3.6331255840531322,1.0737656830323516,1.1365029796894621,1.1618670170618672,1.9416538490142161,1.3284473821994742,274.0,1.2775216058969403,274.0,1.2775216058969403
ADANIGREEN,0.48881614507032006,0.5667106351205335,1.1735193737015974,-2.2851972553121644,0.48546551482501044,0.40556747807063054,0.6259288211785166,-1.1007932887813958,0.10404213132319046,0.550694602543059,0.5484210555604284,1.4677605081953375,-0.1959829595665265,0.5657697385264697,0.483576563399313,0.8518261039461008,-0.05074425718413184,0.4626070371719379,275.0,1.2709160701472637,275.0,1.2709160701472637
HCC,-0.14585634484951254,0.24510636809229833,1.0791848681104768,-0.25702165314531783,-0.07544892948544571,0.13835295699447522,0.559753700331739,-0.11802544776514233,0.12615807001890655,-0.7356989431722186,-0.8927515981589977,-0.3545525517079562,-2.3262807152073233,-0.5724135833439649,-0.7150364671019126,-0.46279726135841076,-1.1592010077898691,-0.7273620798985394,276.0,1.2697342177655262,276.0,1.2697342177655262
HINDALCO,1.2350419312683545,0.9410181217726914,0.37310661329141726,-1.6003280233263442,1.1449691625225409,0.7165720449727062,0.06444380765625228,-0.7689347180648969,0.28926257427165064,1.481199344721783,1.399301519516521,0.31758989058617376,-0.126432108336816,1.389067540351405,1.1912477843765987,0.022088776554083846,-0.01455489804322718,0.6469623008097151,277.0,1.2666670334662318,277.0,1.2666670334662318
PNGJL,0.12497870500260852,-0.2868665592314179,-0.011643453026442421,1.1026680382292668,0.16391120333957407,-0.30365265541180264,-0.20545618254188985,0.5408224848382447,0.04890621255603156,0.14398026150771753,-0.1728859666287056,0.15523061671442365,-1.3419088970347175,0.2059144817321321,-0.1163293490232041,-0.09503780268307745,-0.647003318959627,-0.16311399723344414,278.0,1.2665440246369521,278.0,1.2665440246369521
NESTLEIND,0.5446899354840432,0.3920855295820697,0.669635897010179,-0.20421327393139446,0.5348459694676736,0.2604749879257875,0.27245741902503307,-0.09243674786549445,0.24383540713824994,1.0919962902834075,1.3886029599210197,1.2157242070423468,0.6360404951182038,1.0447060291651251,1.1823498685677838,0.6700061863419164,0.38218208495069256,0.8198110422563795,279.0,1.257778224011357,279.0,1.257778224011357
FIVESTAR,-0.27828733130983196,-0.5646875465254958,1.2139099949904824,2.183731261400878,-0.19248953603396407,-0.5344885294214407,0.6542626130197914,1.0646598531131422,0.2479861001693822,-0.2980049640313167,0.1772646211503524,0.32996330073754815,1.3485914866091515,-0.1851479687110198,0.17488840067977507,0.031015000292147835,0.7529433809139274,0.19342470329370764,280.0,1.255259079569777,280.0,1.255259079569777
GOKEX,0.0193102635329845,-0.1586019959631082,0.1066323432821169,0.9595870838398813,0.0705229502335149,-0.19708020797044298,-0.12248638199093981,0.4714915252874189,0.05561197138988775,-0.2019128497105775,0.08642450552339291,1.2426785062461705,1.3263473556695176,-0.10012698718680133,0.09933732357481818,0.689451117242338,0.7413691035453732,0.35750763929393203,281.0,1.2282652206192792,281.0,1.2282652206192792
HINDZINC,0.747900103632846,0.5422192221999389,-0.13550180340684637,-0.11533701786021423,0.7144402016988793,0.3852180553638712,-0.29234211312419034,-0.04937108520622334,0.1894862646830842,0.811810251474214,0.4066168504206041,-0.9678025985353601,-1.0372290044114745,0.7968012744687342,0.3656390160681155,-0.9051981078826485,-0.4884693849788924,-0.05780680058117284,282.0,1.212500962182946,282.0,1.212500962182946
ETHOSLTD,0.20390645604435043,0.13452373650582233,0.6838999371476018,0.9884592860822033,0.23366641775235694,0.04647207117237623,0.28246356231207737,0.4854817694421936,0.26202095516975105,0.17138713888634213,0.09125177715115812,0.4603455012282021,1.1709370145239715,0.2301637100035268,0.10335213100255801,0.12507320080459275,0.660504519568518,0.27977339034479887,283.0,1.20973501027839,283.0,1.20973501027839
VEDL,0.8846991129010515,0.6945371343272284,-0.2932611903227513,-2.7922387810960405,0.835341204160147,0.5117759468884889,-0.4030094286356865,-1.3464840983285733,-0.10059409397890595,1.0653779386795037,0.9544219614281402,-0.2748452297776741,-2.224014373122759,1.0211544776573005,0.8212446248299885,-0.4052961052173478,-1.1059888138872882,0.08277854584566324,284.0,1.20850698481373,284.0,1.20850698481373
CREDITACC,0.3855891986276193,0.35956853766634195,0.3493245705512437,1.2937814820066411,0.3942350200085636,0.23345727294989896,0.047760839505281795,0.6334279507207893,0.32722027079613336,0.5534228916408351,0.33938312531546017,0.8200783043959623,-0.08917626654293942,0.5681836912073369,0.3097212058097952,0.3845857723360303,0.004830415219472015,0.3168302711431586,285.0,1.206031399570621,285.0,1.206031399570621
AIAENG,0.8221994974747359,0.39321598157499527,0.09083502690044552,-2.085023576687294,0.7801049403969307,0.26141425776409055,-0.13356810987048126,-1.0037976175188725,-0.023961632307083147,1.401039300865891,1.3483827134805524,0.8450125474568155,1.6696417202725569,1.3181430357151134,1.1488989760955344,0.40257342728139905,0.9199952861442855,0.947402681309083,286.0,1.2041614599326704,286.0,1.2041614599326704
EICHERMOT,1.60818582685063,1.2416925138799593,0.29277265568873284,1.2471183210239511,1.4747483859213815,0.9663963536773973,0.008089991847862313,0.6108169628334694,0.7650129235700276,1.86129116467959,1.0949434124504882,0.8360409814874786,1.9906542221379007,1.7253675565449782,0.9381153146988493,0.3961013064882314,1.0870275584072977,1.0366529340348392,287.0,1.19886679573747,287.0,1.19886679573747
ANGELONE,0.15520830232220384,0.18033315817485504,0.9227789953201785,-1.8588201445326578,0.1906276879069002,0.0845341988461721,0.4500358673056661,-0.8941890321421561,-0.04224781952085441,-0.15472724741037885,0.38541258986816723,0.03900521579471384,-1.767527423045957,-0.058377815054073426,0.34800358360643213,-0.17888323574990922,-0.8684651907053962,-0.18943066447573667,288.0,1.195683522696495,288.0,1.195683522696495
AXISCADES,0.4275158547318968,0.22887075956632644,0.17484780456753932,-0.6864616055234973,0.4312891973741162,0.12486311621364181,-0.07463362264381915,-0.32611382748627227,0.038851215864416644,0.26146767534487036,-0.24683658132697936,0.4404001288943489,-2.764833124415618,0.30986573009196666,-0.17783354851114613,0.11068453560939676,-1.3873927604188905,-0.2861690108071683,289.0,1.1914024926816649,289.0,1.1914024926816649
ABDL,0.06444253914000582,-0.5289983936405028,0.36809689884823177,-0.5532911543003596,0.11041020814156821,-0.5048351296581227,0.06092952137671671,-0.26158507726568014,-0.1487701193513795,-0.12483263189400644,-0.07002292227289006,0.749144944211006,-0.3614084625915291,-0.03192747028376843,-0.030778887734816896,0.33341418457182204,-0.13682002526156517,0.03347195032291789,290.0,1.1884183489677413,290.0,1.1884183489677413
MIDHANI,-0.21219285357151854,0.17609249088732948,0.528077757287689,-0.6885552599573513,-0.1340761845158311,0.08101071363638172,0.17315518656744824,-0.3271283235908475,-0.051759651975712154,-0.2562962142225344,-0.1477542257891076,0.3241449663939424,0.17277721806069501,-0.14824464035824378,-0.09542745918246995,0.026817632428437467,0.1411325389881997,-0.018930482031019144,291.0,1.1869042767027702,291.0,1.1869042767027702
JUSTDIAL,-0.15262517984657223,0.3641107124526671,1.0782277881166402,2.0007456376810913,-0.08143112877926492,0.2372312746799988,0.5590823141421862,0.9759927839658852,0.4227188110022013,-0.2719581312033091,-0.2646601699960602,0.2527495027565632,1.8312658328793847,-0.1621020891579617,-0.19265730024825994,-0.024687318471397587,1.0040930786736733,0.1561615926990135,292.0,1.1846800681994751,292.0,1.1846800681994751
GODREJAGRO,-0.6086347934772642,0.7440529151143376,0.09240523888504447,1.8395102904160074,-0.48444588535425687,0.5529176138539263,-0.13246661506553395,0.8978649759210978,0.20846752233880833,-1.6310607876674763,-0.9176679126324245,-0.3555371397678955,-1.5197183081045016,-1.3646174324988563,-0.7357591883684027,-0.46350754681774053,-0.7395227996283029,-0.8258517418283255,293.0,1.183100101984304,293.0,1.183100101984304
GESHIP,0.9043904716494072,0.5625699928231845,0.0043094023317698975,-1.0171688257456264,0.8527441446144384,0.40212710161462834,-0.19426534495212638,-0.4863605144491558,0.14356134670694615,0.8268514066545171,0.7297289626693022,0.5580413950909281,-1.225457384861135,0.8101094817626124,0.6343690582698897,0.1955513791111593,-0.5864101627000101,0.2634049391109128,294.0,1.182257586676131,294.0,1.182257586676131
GROWW,,0.22678913004405196,-0.11287400089590138,-0.6210628513981249,0.0,0.12313353208532013,-0.27646883795010874,-0.29442436611602457,-0.1119399179952033,,0.4510018634889822,-0.10003452634012741,-2.1248105765294425,0.0,0.40255371527880596,-0.2791870187486858,-1.0543701527267018,-0.2327508640491454,295.0,1.175603300703032,295.0,1.175603300703032
ICICIBANK,0.11406569334397444,0.6156174475303737,0.5813330114500954,2.4330943776335787,0.15426644014678237,0.4462031654519471,0.21051344543401948,1.1854906387252333,0.49911842243949556,-0.11655760785986108,0.36233769116776826,0.23479000834139688,2.1472480547631285,-0.02460584279650966,0.3288123547218057,-0.037643364008648185,1.1685079479054532,0.3587677739555253,296.0,1.171112204213028,296.0,1.171112204213028
POONAWALLA,0.44310859928611324,0.3245777100114522,-0.18250412013229292,2.1816977689671355,0.44506984138471134,0.204384097583607,-0.32531397182949223,1.0636745089611384,0.3469536190249911,0.5766167396251937,-0.02946555496991297,0.23037648474570155,0.9051549492524861,0.5887052889980943,0.00295238575744075,-0.04082729621540731,0.522210272362923,0.2682601627257627,297.0,1.170100176543626,297.0,1.170100176543626
TEJASNET,-0.07568176535974915,0.27751432798462555,1.5040172859341328,0.6378489163596804,-0.01342964255496525,0.1652800794537154,0.8577712328660414,0.315590860725026,0.33130313262245437,-0.4668470653119253,-0.5054825419587831,0.8563280066854538,0.16990946281637478,-0.3345371384151423,-0.3929475516111122,0.41073644132022064,0.13964036135658237,-0.0442769718373629,298.0,1.1624756522926794,298.0,1.1624756522926794
SENCO,-0.4039396750939289,-0.10859763027038635,-0.3794117985307432,0.03828152422843666,-0.3035392754024779,-0.1555325856277192,-0.463443591866451,0.02506594223224613,-0.2243623776661005,-0.278964627705686,0.025983397387674904,0.026712324257435877,0.33399398202895003,-0.1683013409268399,0.04906888446557233,-0.18775137306267,0.2250183760071052,-0.020491363379208087,299.0,1.1579011196631495,299.0,1.1579011196631495
GODREJIND,-0.1290137401236158,0.2896097756414878,0.472840672559313,0.5475335230134564,-0.06056367698023575,0.17532994378759376,0.13440668479475187,0.27182785320507824,0.13025020120179703,0.19934857977839288,0.5567763655395869,1.0650854532707688,1.570765192707661,0.2549036084465824,0.49052561519338483,0.5613348335508768,0.8685469127112508,0.5438277424755237,300.0,1.1495590440376793,300.0,1.1495590440376793
ASHOKLEY,1.8068957936504395,2.2643288353874946,0.3143385518098246,1.8691630178295522,1.6503654047408725,1.8160843177451318,0.02321834570989421,0.9122334294560475,1.1004753744129865,1.9260799237232182,2.174073270565269,0.9876372130491602,0.7931087406660505,1.7826917597281784,1.8356199309577774,0.5054633872899109,0.46390932548423,1.1469211008650242,301.0,1.1484550389058052,301.0,1.1484550389058052
ADANIPORTS,0.6065256761601383,0.4328383855546381,0.5131678821606944,-1.5653359106247395,0.5894955102477356,0.294335716801749,0.16269599369675278,-0.7519790249702688,0.07363704894399212,0.40867342004349316,0.6213276103274648,0.6882154750755607,-1.0246797937317695,0.4401113489832896,0.5442124256793739,0.28945944072264657,-0.48193966055146925,0.19796088870846018,302.0,1.1475754866136152,302.0,1.1475754866136152
AARTIDRUGS,-0.8613189970636707,-0.9130990804929406,0.018816137139624982,1.6772327465758603,-0.7077645605635798,-0.8239766697586633,-0.1840889527297207,0.8192321636365912,-0.2241495048538432,-1.158363663520552,-1.3997061138990916,-0.30238273861491727,0.48853368073815157,-0.9463815164433286,-1.1366669267621703,-0.4251617656992194,0.3054299390466878,-0.5506950674645076,303.0,1.1394549614223872,303.0,1.1394549614223872
TIPSMUSIC,0.2476658894043159,1.0682547654216608,1.1180281734745634,-0.5171283782859383,0.27234037737135014,0.8222904146640256,0.5870020588242084,-0.24406213040108046,0.35939268011462594,0.31315416212956176,0.5630838521622901,1.138826143187742,-0.17948032214566587,0.3555972229312764,0.4957715068887154,0.6145316393421234,-0.04215744822584637,0.35593573023406716,304.0,1.137135660265456,304.0,1.137135660265456
CDSL,-0.41813546201102214,-0.45172831299714317,0.761158030475289,2.1423699567103114,-0.316085308288127,-0.44063297281665736,0.33665967677003605,1.0446179198264307,0.1561398288729206,-1.0562926715883154,-1.3461315924387933,-0.6714154553315254,-0.1702494918479417,-0.856070506215548,-1.0921093788795813,-0.6913833291792062,-0.037354374979341194,-0.6692293973134191,305.0,1.1344070552345586,305.0,1.1344070552345586
