Date,Ticker,Action,Reason,Entry Price,Exit Price,Peak Price,PnL %,Days Held
2020-05-29,TATA CHEMICALS LIMITED,BUY,STREAK_5,275.7116,,275.7116,,
2020-06-05,AMBER ENTERPRISES INDIA LIMITED,BUY,STREAK_5,1532.55,,1532.55,,
2020-06-12,AMBER ENTERPRISES INDIA LIMITED,SELL,TSL_EXIT,1532.55,1370.85,1532.55,-10.55,7.0
2020-06-12,ADANI GREEN ENERGY LIMITED,BUY,STREAK_5,336.4,,336.4,,
2020-06-12,ZYDUS LIFESCIENCES LIMITED,BUY,STREAK_5,361.0058,,361.0058,,
2020-06-12,CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED,BUY,STREAK_5,121.8951,,121.8951,,
2020-06-19,GLENMARK PHARMACEUTICALS LIMITED,BUY,STREAK_5,400.0461,,400.0461,,
2020-06-26,ADANI GREEN ENERGY LIMITED,SELL,TSL_EXIT,336.4,397.55,463.6,18.18,14.0
2020-06-26,GLENMARK PHARMACEUTICALS LIMITED,SELL,TSL_EXIT,400.0461,456.0926,507.9369,14.01,7.0
2020-06-26,ENDURANCE TECHNOLOGIES LIMITED,BUY,STREAK_9,878.8307,,878.8307,,
2020-06-26,GLENMARK PHARMACEUTICALS LIMITED,BUY,STREAK_6,456.0926,,456.0926,,
2020-06-26,E.I.D PARRY (INDIA) LIMITED,BUY,STREAK_5,259.2196,,259.2196,,
2020-06-26,TRANSFORMERS AND RECTIFIERS (INDIA) LIMITED,BUY,STREAK_5,6.9471,,6.9471,,
2020-07-03,ENDURANCE TECHNOLOGIES LIMITED,SELL,52H_BREACH,878.8307,860.7323,878.8307,-2.06,7.0
2020-07-03,TRANSFORMERS AND RECTIFIERS (INDIA) LIMITED,SELL,TSL_EXIT,6.9471,5.7726,7.0471,-16.91,7.0
2020-07-03,JUBILANT PHARMOVA LIMITED,BUY,STREAK_5,490.8413,,490.8413,,
2020-07-10,HINDUSTAN AERONAUTICS LIMITED,BUY,STREAK_5,421.2021,,421.2021,,
2020-07-10,J. K. CEMENT LIMITED.,BUY,STREAK_5,1403.2545,,1403.2545,,
2020-07-17,NEULAND LABORATORIES LTD.,BUY,STREAK_5,673.4505,,673.4505,,
2020-07-17,TUBE INVESTMENTS OF INDIA LIMITED,BUY,STREAK_5,490.3374,,490.3374,,
2020-07-24,GRANULES INDIA LIMITED,BUY,STREAK_5,297.3124,,297.3124,,
2020-07-24,MphasiS Limited,BUY,STREAK_5,1000.2283,,1000.2283,,
2020-07-31,LAURUS LABS LIMITED,BUY,STREAK_5,182.9527,,182.9527,,
2020-07-31,SCHAEFFLER INDIA LIMITED,BUY,STREAK_5,693.5826,,693.5826,,
2020-08-07,SCHAEFFLER INDIA LIMITED,SELL,52H_BREACH,693.5826,681.3641,696.9857,-1.76,7.0
2020-08-14,LAURUS LABS LIMITED,SELL,TSL_EXIT,182.9527,197.9889,220.5333,8.22,14.0
2020-08-14,JAIPRAKASH POWER VENTURES LIMITED,BUY,STREAK_5,3.05,,3.05,,
2020-08-14,DIVI'S LABORATORIES LIMITED,BUY,STREAK_5,2997.2209,,2997.2209,,
2020-08-21,KAJARIA CERAMICS LIMITED,BUY,STREAK_6,434.3063,,434.3063,,
2020-08-21,NHPC LIMITED,BUY,STREAK_5,18.2222,,18.2222,,
2020-08-21,CUMMINS INDIA LIMITED,BUY,STREAK_5,429.0423,,429.0423,,
2020-08-21,THE TATA POWER COMPANY LIMITED,BUY,STREAK_5,59.5142,,59.5142,,
2020-08-28,HINDUSTAN AERONAUTICS LIMITED,SELL,TSL_EXIT,421.2021,451.6837,578.1697,7.24,49.0
2020-08-28,GODAWARI POWER AND ISPAT LIMITED,BUY,STREAK_5,77.6484,,77.6484,,
2020-08-28,TATA ELXSI LIMITED,BUY,STREAK_5,1087.1508,,1087.1508,,
2020-08-28,ASTER DM HEALTHCARE LIMITED,BUY,STREAK_5,106.9053,,106.9053,,
2020-09-04,JAIPRAKASH POWER VENTURES LIMITED,SELL,TSL_EXIT,3.05,2.65,3.05,-13.11,21.0
2020-09-04,ASTER DM HEALTHCARE LIMITED,SELL,52H_BREACH,106.9053,96.8605,106.9053,-9.4,7.0
2020-09-11,TATA CHEMICALS LIMITED,SELL,TSL_EXIT,275.7116,273.2195,311.8645,-0.9,105.0
2020-09-11,JUBILANT PHARMOVA LIMITED,SELL,TSL_EXIT,490.8413,530.0698,627.872,7.99,70.0
2020-09-11,J. K. CEMENT LIMITED.,SELL,TSL_EXIT,1403.2545,1404.0367,1565.1533,0.06,63.0
2020-09-11,NHPC LIMITED,SELL,TSL_EXIT,18.2222,16.1061,18.2222,-11.61,21.0
2020-09-11,GODAWARI POWER AND ISPAT LIMITED,SELL,TSL_EXIT,77.6484,70.2783,79.0417,-9.49,14.0
2020-09-18,THE TATA POWER COMPANY LIMITED,SELL,TSL_EXIT,59.5142,53.9902,60.1866,-9.28,28.0
2020-09-18,LAURUS LABS LIMITED,BUY,STREAK_5,292.7832,,292.7832,,
2020-09-25,E.I.D PARRY (INDIA) LIMITED,SELL,TSL_EXIT,259.2196,264.6439,302.4229,2.09,91.0
2020-09-25,NEULAND LABORATORIES LTD.,SELL,TSL_EXIT,673.4505,1059.4846,1178.1807,57.32,70.0
2020-09-25,TUBE INVESTMENTS OF INDIA LIMITED,SELL,TSL_EXIT,490.3374,564.6384,662.9139,15.15,70.0
2020-09-25,CUMMINS INDIA LIMITED,SELL,52H_BREACH,429.0423,411.8493,449.6924,-4.01,35.0
2020-09-25,LAURUS LABS LIMITED,SELL,TSL_EXIT,292.7832,260.3486,292.7832,-11.08,7.0
2020-09-25,APL Apollo Tubes Limited,BUY,STREAK_5,264.1863,,264.1863,,
2020-09-25,Jubilant FoodWorks Limited,BUY,STREAK_5,458.2164,,458.2164,,
2020-09-25,COFORGE LIMITED,BUY,STREAK_5,432.6547,,432.6547,,
2020-09-25,TECH MAHINDRA LIMITED,BUY,STREAK_5,624.0881,,624.0881,,
2020-10-16,J. K. CEMENT LIMITED.,BUY,STREAK_5,1716.8816,,1716.8816,,
2020-10-16,GRASIM INDUSTRIES LTD,BUY,STREAK_5,750.5017,,750.5017,,
2020-10-23,COFORGE LIMITED,SELL,TSL_EXIT,432.6547,446.8771,525.2462,3.29,28.0
2020-10-30,Jubilant FoodWorks Limited,SELL,TSL_EXIT,458.2164,430.605,479.5709,-6.03,35.0
2020-10-30,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED,BUY,STREAK_5,31.0183,,31.0183,,
2020-11-06,HAVELLS INDIA LIMITED,BUY,STREAK_5,791.6627,,791.6627,,
2020-11-13,TATA ELXSI LIMITED,SELL,TSL_EXIT,1087.1508,1418.8173,1610.4681,30.51,77.0
2020-11-13,POWER GRID CORPORATION OF INDIA LIMITED,BUY,STREAK_5,78.5614,,78.5614,,
2020-11-13,ACC Limited,BUY,STREAK_5,1599.6178,,1599.6178,,
2020-11-20,ABB INDIA LIMITED,BUY,STREAK_7,1091.8148,,1091.8148,,
2020-11-20,TUBE INVESTMENTS OF INDIA LIMITED,BUY,STREAK_5,781.8451,,781.8451,,
2020-11-20,DALMIA BHARAT LIMITED,BUY,STREAK_5,961.3047,,961.3047,,
2020-11-27,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY LIMITED,BUY,STREAK_5,383.6052,,383.6052,,
2020-11-27,MAHANAGAR GAS LIMITED,BUY,STREAK_5,934.8427,,934.8427,,
2020-12-11,J. K. CEMENT LIMITED.,SELL,TSL_EXIT,1716.8816,1905.8209,2117.8884,11.0,56.0
2020-12-11,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED,SELL,TSL_EXIT,31.0183,44.0578,50.7257,42.04,42.0
2020-12-11,DALMIA BHARAT LIMITED,SELL,TSL_EXIT,961.3047,1033.0016,1155.4143,7.46,21.0
2020-12-11,APOLLO TYRES LIMITED.,BUY,STREAK_6,179.6031,,179.6031,,
2020-12-11,TATA STEEL LIMITED,BUY,STREAK_5,53.5208,,53.5208,,
2020-12-11,MAX HEALTHCARE INSTITUTE LIMITED,BUY,STREAK_5,140.1122,,140.1122,,
2020-12-18,GRANULES INDIA LIMITED,SELL,TSL_EXIT,297.3124,363.2244,420.3895,22.17,147.0
2020-12-18,RAIL VIKAS NIGAM LIMITED,BUY,STREAK_5,20.5682,,20.5682,,
2020-12-25,APOLLO TYRES LIMITED.,SELL,TSL_EXIT,179.6031,163.2248,183.9303,-9.12,14.0
2020-12-25,NHPC LIMITED,BUY,STREAK_5,18.4259,,18.4259,,
2021-01-22,TATA STEEL LIMITED,SELL,TSL_EXIT,53.5208,55.6988,62.2242,4.07,42.0
2021-01-22,RAIL VIKAS NIGAM LIMITED,SELL,TSL_EXIT,20.5682,25.1245,30.2882,22.15,35.0
2021-01-22,SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,BUY,STREAK_6,41.1392,,41.1392,,
2021-01-22,ASHOK LEYLAND LIMITED,BUY,STREAK_5,55.8826,,55.8826,,
2021-01-29,ZYDUS LIFESCIENCES LIMITED,SELL,TSL_EXIT,361.0058,435.4639,485.5688,20.63,231.0
2021-01-29,CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED,SELL,TSL_EXIT,121.8951,229.7075,260.3304,88.45,231.0
2021-01-29,GLENMARK PHARMACEUTICALS LIMITED,SELL,TSL_EXIT,456.0926,463.149,525.9597,1.55,217.0
2021-01-29,DIVI'S LABORATORIES LIMITED,SELL,TSL_EXIT,2997.2209,3268.8799,3763.5984,9.06,168.0
2021-01-29,TECH MAHINDRA LIMITED,SELL,TSL_EXIT,624.0881,806.9464,904.4783,29.3,126.0
2021-01-29,HAVELLS INDIA LIMITED,SELL,TSL_EXIT,791.6627,1013.0322,1145.8732,27.96,84.0
2021-01-29,POWER GRID CORPORATION OF INDIA LIMITED,SELL,TSL_EXIT,78.5614,78.7376,87.5526,0.22,77.0
2021-01-29,ACC Limited,SELL,TSL_EXIT,1599.6178,1530.4364,1712.932,-4.32,77.0
2021-01-29,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY LIMITED,SELL,TSL_EXIT,383.6052,392.6353,451.454,2.35,63.0
2021-01-29,COMPUTER AGE MANAGEMENT SERVICES LIMITED,BUY,STREAK_6,327.1566,,327.1566,,
2021-01-29,TATA TELESERVICES (MAHARASHTRA) LIMITED,BUY,STREAK_5,17.15,,17.15,,
2021-01-29,ADANI POWER LIMITED,BUY,STREAK_5,10.26,,10.26,,
2021-01-29,UPL LIMITED,BUY,STREAK_5,532.5893,,532.5893,,
2021-01-29,SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED,BUY,STREAK_5,95.7,,95.7,,
2021-01-29,Techno Electric & Engineering Company Limited,BUY,STREAK_5,235.7238,,235.7238,,
2021-02-05,Bosch Limited,BUY,STREAK_5,15057.7373,,15057.7373,,
2021-02-12,TATA TELESERVICES (MAHARASHTRA) LIMITED,SELL,TSL_EXIT,17.15,17.0,21.75,-0.87,14.0
2021-02-12,OBEROI REALTY LIMITED,BUY,STREAK_5,550.7078,,550.7078,,
2021-02-12,ADITYA BIRLA REAL ESTATE LIMITED,BUY,STREAK_5,452.4427,,452.4427,,
2021-02-12,NAVA LIMITED,BUY,STREAK_5,27.2849,,27.2849,,
2021-02-26,MAX HEALTHCARE INSTITUTE LIMITED,SELL,TSL_EXIT,140.1122,180.4784,205.813,28.81,77.0
2021-02-26,Bosch Limited,SELL,TSL_EXIT,15057.7373,13827.7949,15526.0977,-8.17,21.0
2021-02-26,POLY MEDICURE LIMITED,BUY,STREAK_6,696.8068,,696.8068,,
2021-02-26,PG ELECTROPLAST LIMITED,BUY,STREAK_5,30.1868,,30.1868,,
2021-03-12,ASHOK LEYLAND LIMITED,SELL,TSL_EXIT,55.8826,55.7912,62.1222,-0.16,49.0
2021-03-12,SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED,SELL,TSL_EXIT,95.7,102.2,116.25,6.79,42.0
2021-03-12,TORRENT POWER LIMITED,BUY,STREAK_6,366.8559,,366.8559,,
2021-03-12,SAREGAMA INDIA LIMITED,BUY,STREAK_5,146.1425,,146.1425,,
2021-03-19,Techno Electric & Engineering Company Limited,SELL,TSL_EXIT,235.7238,276.7772,308.5621,17.42,49.0
2021-03-19,ADITYA BIRLA REAL ESTATE LIMITED,SELL,TSL_EXIT,452.4427,462.7859,528.5886,2.29,35.0
2021-03-19,PG ELECTROPLAST LIMITED,SELL,TSL_EXIT,30.1868,38.6903,47.4886,28.17,21.0
2021-03-19,SAREGAMA INDIA LIMITED,SELL,TSL_EXIT,146.1425,137.1397,155.4436,-6.16,7.0
2021-03-19,CHENNAI PETROLEUM CORPORATION LIMITED,BUY,STREAK_6,91.8773,,91.8773,,
2021-03-19,ADANI TOTAL GAS LIMITED,BUY,STREAK_5,738.2361,,738.2361,,
2021-03-19,INDIAN OIL CORPORATION LIMITED,BUY,STREAK_5,47.1155,,47.1155,,
2021-03-19,NTPC LIMITED,BUY,STREAK_5,90.432,,90.432,,
2021-03-26,KAJARIA CERAMICS LIMITED,SELL,TSL_EXIT,434.3063,863.72,960.7888,98.87,217.0
2021-03-26,NHPC LIMITED,SELL,TSL_EXIT,18.4259,19.4459,21.7041,5.54,91.0
2021-03-26,SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,SELL,TSL_EXIT,41.1392,52.3949,61.5442,27.36,63.0
2021-03-26,COMPUTER AGE MANAGEMENT SERVICES LIMITED,SELL,TSL_EXIT,327.1566,326.9991,364.3696,-0.05,56.0
2021-03-26,CHENNAI PETROLEUM CORPORATION LIMITED,SELL,52H_BREACH,91.8773,83.2829,91.8773,-9.35,7.0
2021-04-02,ABB INDIA LIMITED,SELL,TSL_EXIT,1091.8148,1367.153,1536.6898,25.22,133.0
2021-04-02,ADANI POWER LIMITED,SELL,TSL_EXIT,10.26,17.86,20.87,74.07,63.0
2021-04-02,JSW STEEL LIMITED,BUY,STREAK_5,481.5933,,481.5933,,
2021-04-02,MAX HEALTHCARE INSTITUTE LIMITED,BUY,STREAK_5,217.2112,,217.2112,,
2021-04-09,TATA CHEMICALS LIMITED,BUY,STREAK_5,750.7591,,750.7591,,
2021-04-09,JINDAL STEEL LIMITED,BUY,STREAK_5,406.6036,,406.6036,,
2021-04-09,SONATA SOFTWARE LIMITED,BUY,STREAK_5,201.0603,,201.0603,,
2021-04-09,STEEL AUTHORITY OF INDIA LIMITED,BUY,STREAK_5,81.3733,,81.3733,,
2021-04-16,APL Apollo Tubes Limited,SELL,TSL_EXIT,264.1863,620.6286,690.8832,134.92,203.0
2021-04-16,TATA STEEL LIMITED,BUY,STREAK_5,76.6396,,76.6396,,
2021-04-16,HINDALCO INDUSTRIES LIMITED,BUY,STREAK_5,357.0755,,357.0755,,
2021-04-23,GRASIM INDUSTRIES LTD,SELL,TSL_EXIT,750.5017,1241.3824,1412.7148,65.41,189.0
2021-04-23,UPL LIMITED,SELL,TSL_EXIT,532.5893,556.1006,628.2492,4.41,84.0
2021-04-23,OBEROI REALTY LIMITED,SELL,TSL_EXIT,550.7078,510.6196,587.5162,-7.28,70.0
2021-04-23,CYIENT LIMITED,BUY,STREAK_5,608.112,,608.112,,
2021-04-23,MINDA CORPORATION LIMITED,BUY,STREAK_5,94.3577,,94.3577,,
2021-04-23,NMDC LIMITED,BUY,STREAK_5,26.3635,,26.3635,,
2021-05-07,TATA CHEMICALS LIMITED,SELL,TSL_EXIT,750.7591,633.3786,750.7591,-15.63,28.0
2021-05-07,JSW ENERGY LIMITED,BUY,STREAK_6,113.2835,,113.2835,,
2021-05-14,MAHANAGAR GAS LIMITED,SELL,TSL_EXIT,934.8427,968.2042,1083.4233,3.57,168.0
2021-05-14,ADANI TOTAL GAS LIMITED,SELL,TSL_EXIT,738.2361,1191.5442,1332.8099,61.4,56.0
2021-05-14,JINDAL STEEL LIMITED,SELL,TSL_EXIT,406.6036,411.4846,483.3687,1.2,35.0
2021-05-14,STEEL AUTHORITY OF INDIA LIMITED,SELL,TSL_EXIT,81.3733,109.662,126.1782,34.76,35.0
2021-05-14,HINDALCO INDUSTRIES LIMITED,SELL,TSL_EXIT,357.0755,369.4284,410.8781,3.46,28.0
2021-05-14,BALRAMPUR CHINI MILLS LTD,BUY,STREAK_6,291.4803,,291.4803,,
2021-05-14,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,BUY,STREAK_6,1318.6857,,1318.6857,,
2021-05-14,NLC INDIA LIMITED,BUY,STREAK_5,53.5896,,53.5896,,
2021-05-14,COAL INDIA LTD,BUY,STREAK_5,96.8587,,96.8587,,
2021-05-14,HIMADRI SPECIALITY CHEMICAL LIMITED,BUY,STREAK_5,49.5676,,49.5676,,
2021-05-21,NAVA LIMITED,SELL,TSL_EXIT,27.2849,39.8482,45.2779,46.04,98.0
2021-05-21,NMDC LIMITED,SELL,TSL_EXIT,26.3635,33.5034,38.5897,27.08,28.0
2021-05-21,LIC HOUSING FINANCE LTD,BUY,STREAK_5,416.2456,,416.2456,,
2021-05-21,THE INDIAN HOTELS COMPANY LIMITED,BUY,STREAK_5,124.6272,,124.6272,,
2021-05-28,TATA STEEL LIMITED,SELL,TSL_EXIT,76.6396,94.9978,106.2237,23.95,42.0
2021-05-28,EIH LIMITED,BUY,STREAK_5,109.1374,,109.1374,,
2021-06-04,POLY MEDICURE LIMITED,SELL,TSL_EXIT,696.8068,990.5533,1121.4923,42.16,98.0
2021-06-04,LAURUS LABS LIMITED,BUY,STREAK_5,539.0069,,539.0069,,
2021-06-18,TUBE INVESTMENTS OF INDIA LIMITED,SELL,TSL_EXIT,781.8451,1183.2422,1329.1064,51.34,210.0
2021-06-18,JSW STEEL LIMITED,SELL,TSL_EXIT,481.5933,634.8038,718.1537,31.81,77.0
2021-06-18,BALRAMPUR CHINI MILLS LTD,SELL,TSL_EXIT,291.4803,309.3863,345.295,6.14,35.0
2021-06-18,LIC HOUSING FINANCE LTD,SELL,TSL_EXIT,416.2456,428.8867,483.9238,3.04,28.0
2021-06-18,ALKEM LABORATORIES LIMITED,BUY,STREAK_7,2986.3887,,2986.3887,,
2021-06-18,RELIANCE POWER LIMITED,BUY,STREAK_6,15.85,,15.85,,
2021-06-18,NEWGEN SOFTWARE TECHNOLOGIES LIMITED,BUY,STREAK_6,244.5367,,244.5367,,
2021-06-18,CASTROL INDIA LIMITED,BUY,STREAK_6,115.2194,,115.2194,,
2021-06-25,RELIANCE POWER LIMITED,SELL,TSL_EXIT,15.85,15.05,17.4,-5.05,7.0
2021-06-25,TATA TELESERVICES (MAHARASHTRA) LIMITED,BUY,STREAK_6,38.6,,38.6,,
2021-07-09,TATA TELESERVICES (MAHARASHTRA) LIMITED,SELL,TSL_EXIT,38.6,46.45,54.1,20.34,14.0
2021-07-09,HFCL LIMITED,BUY,STREAK_6,88.0827,,88.0827,,
2021-07-16,COAL INDIA LTD,SELL,TSL_EXIT,96.8587,96.034,107.3165,-0.85,63.0
2021-07-16,HFCL LIMITED,SELL,TSL_EXIT,88.0827,79.4675,88.3797,-9.78,7.0
2021-07-16,DALMIA BHARAT LIMITED,BUY,STREAK_5,2202.6475,,2202.6475,,
2021-07-16,CHALET HOTELS LIMITED,BUY,STREAK_5,182.1982,,182.1982,,
2021-07-23,NLC INDIA LIMITED,SELL,TSL_EXIT,53.5896,50.3404,56.4055,-6.06,70.0
2021-07-23,NEWGEN SOFTWARE TECHNOLOGIES LIMITED,SELL,TSL_EXIT,244.5367,291.3784,355.1689,19.16,35.0
2021-07-23,THE PHOENIX MILLS LIMITED,BUY,STREAK_5,435.3554,,435.3554,,
2021-07-30,INDIAN OIL CORPORATION LIMITED,SELL,TSL_EXIT,47.1155,50.7503,57.417,7.71,133.0
2021-07-30,HIMADRI SPECIALITY CHEMICAL LIMITED,SELL,TSL_EXIT,49.5676,51.3998,59.0751,3.7,77.0
2021-07-30,GUJARAT FLUOROCHEMICALS LIMITED,BUY,STREAK_5,1717.1045,,1717.1045,,
2021-07-30,RAMKRISHNA FORGINGS LTD,BUY,STREAK_5,163.3533,,163.3533,,
2021-07-30,JINDAL SAW LIMITED,BUY,STREAK_5,66.0496,,66.0496,,
2021-08-06,DALMIA BHARAT LIMITED,SELL,TSL_EXIT,2202.6475,1897.8625,2241.3325,-13.84,21.0
2021-08-06,GODFREY PHILLIPS INDIA LIMITED,BUY,STREAK_5,321.9962,,321.9962,,
2021-08-13,CYIENT LIMITED,SELL,TSL_EXIT,608.112,863.7092,961.4766,42.03,112.0
2021-08-13,EIH LIMITED,SELL,TSL_EXIT,109.1374,103.851,117.1412,-4.84,77.0
2021-08-13,TITAGARH RAIL SYSTEMS LIMITED,BUY,STREAK_5,96.0718,,96.0718,,
2021-08-20,MINDA CORPORATION LIMITED,SELL,TSL_EXIT,94.3577,124.1374,142.8834,31.56,119.0
2021-08-20,JINDAL SAW LIMITED,SELL,TSL_EXIT,66.0496,57.7637,66.0496,-12.54,21.0
2021-08-20,INFOSYS LIMITED,BUY,STREAK_5,1542.0132,,1542.0132,,
2021-08-20,APOLLO HOSPITALS ENTERPRISE LIMITED,BUY,STREAK_5,4688.0991,,4688.0991,,
2021-08-20,LINDE INDIA LIMITED,BUY,STREAK_5,1933.8848,,1933.8848,,
2021-08-27,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,SELL,TSL_EXIT,1318.6857,1354.575,1544.715,2.72,105.0
2021-08-27,CHALET HOTELS LIMITED,SELL,TSL_EXIT,182.1982,163.5688,182.4978,-10.22,42.0
2021-08-27,L&T TECHNOLOGY SERVICES LIMITED,BUY,STREAK_6,3786.6379,,3786.6379,,
2021-08-27,TECH MAHINDRA LIMITED,BUY,STREAK_5,1245.7263,,1245.7263,,
2021-09-24,LAURUS LABS LIMITED,SELL,TSL_EXIT,539.0069,601.564,698.7272,11.61,112.0
2021-09-24,BAJAJ FINANCE LIMITED,BUY,STREAK_6,764.6465,,764.6465,,
2021-10-01,APOLLO HOSPITALS ENTERPRISE LIMITED,SELL,TSL_EXIT,4688.0991,4404.5308,5021.644,-6.05,42.0
2021-10-01,OLECTRA GREENTECH LIMITED,BUY,STREAK_6,432.6678,,432.6678,,
2021-10-08,MAX HEALTHCARE INSTITUTE LIMITED,SELL,TSL_EXIT,217.2112,348.3641,395.8479,60.38,189.0
2021-10-08,Bosch Limited,BUY,STREAK_7,16598.0078,,16598.0078,,
2021-10-22,SONATA SOFTWARE LIMITED,SELL,TSL_EXIT,201.0603,275.4549,331.3525,37.0,196.0
2021-10-22,THE INDIAN HOTELS COMPANY LIMITED,SELL,TSL_EXIT,124.6272,196.3954,221.5386,57.59,154.0
2021-10-22,GUJARAT FLUOROCHEMICALS LIMITED,SELL,TSL_EXIT,1717.1045,1837.1827,2158.5701,6.99,84.0
2021-10-22,LINDE INDIA LIMITED,SELL,TSL_EXIT,1933.8848,2393.1313,2802.9895,23.75,63.0
2021-10-22,L&T TECHNOLOGY SERVICES LIMITED,SELL,TSL_EXIT,3786.6379,4361.8945,4889.3198,15.19,56.0
2021-10-22,MANGALORE REFINERY AND PETROCHEMICALS LIMITED,BUY,STREAK_6,48.5485,,48.5485,,
2021-10-22,TRIDENT LIMITED,BUY,STREAK_5,38.3945,,38.3945,,
2021-10-22,RELIANCE POWER LIMITED,BUY,STREAK_5,15.3,,15.3,,
2021-10-22,SUN TV NETWORK LIMITED,BUY,STREAK_5,486.9532,,486.9532,,
2021-10-29,NTPC LIMITED,SELL,TSL_EXIT,90.432,113.6507,128.2158,25.68,224.0
2021-10-29,JSW ENERGY LIMITED,SELL,TSL_EXIT,113.2835,340.9823,390.0293,201.0,175.0
2021-10-29,TITAGARH RAIL SYSTEMS LIMITED,SELL,TSL_EXIT,96.0718,94.0267,107.9935,-2.13,77.0
2021-10-29,MANGALORE REFINERY AND PETROCHEMICALS LIMITED,SELL,TSL_EXIT,48.5485,47.3914,53.3696,-2.38,7.0
2021-10-29,KALYAN JEWELLERS INDIA LIMITED,BUY,STREAK_5,75.635,,75.635,,
2021-11-05,RAMKRISHNA FORGINGS LTD,SELL,TSL_EXIT,163.3533,206.724,238.4399,26.55,98.0
2021-11-05,EIH LIMITED,BUY,STREAK_5,139.8184,,139.8184,,
2021-11-05,CHALET HOTELS LIMITED,BUY,STREAK_5,246.8266,,246.8266,,
2021-11-12,ALKEM LABORATORIES LIMITED,SELL,TSL_EXIT,2986.3887,3379.0232,3810.0867,13.15,147.0
2021-11-12,RELIANCE POWER LIMITED,SELL,TSL_EXIT,15.3,13.95,15.6,-8.82,21.0
2021-11-12,THE KARUR VYSYA BANK LIMITED,BUY,STREAK_5,46.3392,,46.3392,,
2021-11-19,GODFREY PHILLIPS INDIA LIMITED,SELL,TSL_EXIT,321.9962,368.7609,425.369,14.52,105.0
2021-11-19,SUN TV NETWORK LIMITED,SELL,TSL_EXIT,486.9532,478.6689,537.4177,-1.7,28.0
2021-11-19,KALYAN JEWELLERS INDIA LIMITED,SELL,TSL_EXIT,75.635,72.2624,80.8426,-4.46,21.0
2021-11-19,THE KARUR VYSYA BANK LIMITED,SELL,TSL_EXIT,46.3392,40.9834,46.3392,-11.56,7.0
2021-11-19,PAGE INDUSTRIES LIMITED,BUY,STREAK_5,38598.9844,,38598.9844,,
2021-11-19,ELGI EQUIPMENTS LIMITED,BUY,STREAK_5,210.0438,,210.0438,,
2021-11-19,THE BOMBAY BURMAH TRADING CORPORATION LIMITED,BUY,STREAK_5,1055.3236,,1055.3236,,
2021-11-26,MphasiS Limited,SELL,TSL_EXIT,1000.2283,2800.1917,3246.1885,179.96,490.0
2021-11-26,CASTROL INDIA LIMITED,SELL,TSL_EXIT,115.2194,101.7502,117.8915,-11.69,161.0
2021-11-26,THE PHOENIX MILLS LIMITED,SELL,TSL_EXIT,435.3554,480.5525,556.3808,10.38,126.0
2021-11-26,BAJAJ FINANCE LIMITED,SELL,TSL_EXIT,764.6465,667.8712,777.9802,-12.66,63.0
2021-11-26,Bosch Limited,SELL,TSL_EXIT,16598.0078,15172.9043,17719.1816,-8.59,49.0
2021-11-26,EIH LIMITED,SELL,TSL_EXIT,139.8184,125.7872,150.9841,-10.04,21.0
2021-11-26,CHALET HOTELS LIMITED,SELL,TSL_EXIT,246.8266,243.73,284.6347,-1.25,21.0
2021-11-26,ECLERX SERVICES LIMITED,BUY,STREAK_5,767.2869,,767.2869,,
2021-11-26,DR.REDDY'S LABORATORIES LTD,BUY,STREAK_5,925.0089,,925.0089,,
2021-12-03,TRIDENT LIMITED,SELL,TSL_EXIT,38.3945,42.6679,54.9952,11.13,42.0
2021-12-03,THE BOMBAY BURMAH TRADING CORPORATION LIMITED,SELL,52H_BREACH,1055.3236,997.537,1062.0758,-5.48,14.0
2021-12-03,KEI INDUSTRIES LIMITED,BUY,STREAK_5,1171.1199,,1171.1199,,
2021-12-03,APL Apollo Tubes Limited,BUY,STREAK_5,912.7441,,912.7441,,
2021-12-03,NCC LIMITED,BUY,STREAK_5,69.9914,,69.9914,,
2021-12-10,OLECTRA GREENTECH LIMITED,SELL,TSL_EXIT,432.6678,774.718,887.004,79.06,70.0
2021-12-10,JBM AUTO LIMITED,BUY,STREAK_5,220.5146,,220.5146,,
2021-12-10,CENTRAL BANK OF INDIA LIMITED,BUY,STREAK_5,22.776,,22.776,,
2021-12-10,HOME FIRST FINANCE COMPANY INDIA LIMITED,BUY,STREAK_5,846.0553,,846.0553,,
2021-12-10,BAYER CROPSCIENCE LIMITED,BUY,STREAK_5,4293.9326,,4293.9326,,
2021-12-17,NCC LIMITED,SELL,52H_BREACH,69.9914,66.231,72.3417,-5.37,14.0
2021-12-17,TATA TELESERVICES (MAHARASHTRA) LIMITED,BUY,STREAK_5,189.1,,189.1,,
