date,equity,regime
2020-11-27,1230262.1351901838,BULL
2020-12-01,1242025.4621423944,BULL
2020-12-02,1247262.2171524935,BULL
2020-12-03,1257741.3220138242,BULL
2020-12-04,1263837.9271850637,BULL
2020-12-07,1277571.3816075888,BULL
2020-12-08,1273271.6051446118,BULL
2020-12-09,1282289.285125741,BULL
2020-12-10,1280771.8463706751,BULL
2020-12-11,1287279.5596729557,BULL
2020-12-14,1302294.332177516,BULL
2020-12-15,1295617.2328202783,BULL
2020-12-16,1307660.0716072859,BULL
2020-12-17,1308426.2710033313,BULL
2020-12-18,1310254.5568072281,BULL
2020-12-21,1258421.4248911352,BULL
2020-12-22,1273722.1673666693,BULL
2020-12-23,1290033.9687245924,BULL
2020-12-24,1297792.5106738277,BULL
2020-12-28,1308525.1186630141,BULL
2020-12-29,1308895.6563647627,BULL
2020-12-30,1315409.6044880804,BULL
2020-12-31,1314911.1222284036,BULL
2021-01-01,1322067.3355718486,BULL
2021-01-04,1343495.6501543382,BULL
2021-01-05,1350595.0784870984,BULL
2021-01-06,1349830.3036476031,BULL
2021-01-07,1349408.0808967242,BULL
2021-01-08,1367222.9081773872,BULL
2021-01-11,1384837.314170436,BULL
2021-01-12,1391428.6451873824,BULL
2021-01-13,1385082.348278148,BULL
2021-01-14,1389869.9908250417,BULL
2021-01-15,1370140.7774812784,BULL
2021-01-18,1347462.7676559328,BULL
2021-01-19,1359800.6207337503,BULL
2021-01-20,1373957.585261644,BULL
2021-01-21,1368079.355874955,BULL
2021-01-22,1358644.092560444,BULL
2021-01-25,1344983.921647111,BULL
2021-01-27,1322512.6518076558,BULL
2021-01-28,1312301.5165994386,BULL
2021-01-29,1303261.2834475827,BULL
2021-02-01,1362191.1192443047,PARTIAL
2021-02-02,1377017.7900927095,PARTIAL
2021-02-03,1397646.6520600226,PARTIAL
2021-02-04,1403173.4336776973,PARTIAL
2021-02-05,1407416.0383572956,PARTIAL
2021-02-08,1419132.6393797353,BULL
2021-02-09,1416231.8109966523,BULL
2021-02-10,1411576.769533711,BULL
2021-02-11,1405551.0271553383,BULL
2021-02-12,1410644.1785266069,BULL
2021-02-15,1439262.3593991622,BULL
2021-02-16,1449618.0660416698,BULL
2021-02-17,1460330.9629776117,BULL
2021-02-18,1477504.1953306994,BULL
2021-02-19,1453387.3907137038,BULL
2021-02-22,1411508.3677674746,BULL
2021-02-23,1420650.6408709353,BULL
2021-02-24,1445989.3269739884,BULL
2021-02-25,1467878.1109902693,BULL
2021-02-26,1421579.581388786,BULL
2021-03-01,1434194.9805294103,BULL
2021-03-02,1440757.1854960718,BULL
2021-03-03,1476226.267390967,BULL
2021-03-04,1463978.166278845,BULL
2021-03-05,1435663.206327743,BULL
2021-03-08,1445099.591082621,BULL
2021-03-09,1438037.0883978745,BULL
2021-03-10,1437031.5274114932,BULL
2021-03-12,1434814.5347875936,BULL
2021-03-15,1421899.3980081724,BULL
2021-03-16,1419887.2797708837,BULL
2021-03-17,1402015.4006861672,BULL
2021-03-18,1401095.0486500184,BULL
2021-03-19,1408382.8674926907,BULL
2021-03-22,1394097.2641114579,BULL
2021-03-23,1394687.7914502851,BULL
2021-03-24,1375770.5078171003,BULL
2021-03-25,1358707.4392031436,BULL
2021-03-26,1352644.5867938036,BULL
2021-03-30,1373554.9761284736,PARTIAL
2021-03-31,1376281.532471947,PARTIAL
2021-04-01,1395268.0261696745,PARTIAL
2021-04-05,1384230.8668949557,BULL
2021-04-06,1390782.7509877998,BULL
2021-04-07,1399123.5548729787,BULL
2021-04-08,1413934.865042699,BULL
2021-04-09,1425015.0721735894,BULL
2021-04-12,1392250.3582059983,BULL
2021-04-13,1372304.3518046064,BULL
2021-04-15,1374024.7581771973,BULL
2021-04-16,1390368.1846119785,BULL
2021-04-19,1375666.6286650654,BULL
2021-04-20,1375442.504495783,BULL
2021-04-22,1371315.673292431,BULL
2021-04-23,1370493.640580085,BULL
2021-04-26,1365140.961258525,PARTIAL
2021-04-27,1367243.4204626123,PARTIAL
2021-04-28,1364845.5762637006,PARTIAL
2021-04-29,1367134.730496947,PARTIAL
2021-04-30,1362959.6265266773,PARTIAL
2021-05-03,1369669.7707745032,BULL
2021-05-04,1362175.077227037,BULL
2021-05-05,1369848.453528195,BULL
2021-05-06,1370193.777690812,BULL
2021-05-07,1380885.2272941263,BULL
2021-05-10,1402181.2723413147,BULL
2021-05-11,1415033.7621395309,BULL
2021-05-12,1417641.7697907055,BULL
2021-05-14,1399340.9310826082,BULL
2021-05-17,1405758.4951144848,BULL
2021-05-18,1417284.9920767408,BULL
2021-05-19,1425174.621604259,BULL
2021-05-20,1425975.7978661635,BULL
2021-05-21,1428187.6552109278,BULL
2021-05-24,1431163.428563354,BULL
2021-05-25,1435047.641078583,BULL
2021-05-26,1432276.3164555638,BULL
2021-05-27,1443048.6749686538,BULL
2021-05-28,1445115.8951065494,BULL
2021-05-31,1448665.1306725093,BULL
2021-06-01,1454162.3247779738,BULL
2021-06-02,1458796.214665332,BULL
2021-06-03,1473710.537539115,BULL
2021-06-04,1475300.8912124517,BULL
2021-06-07,1496020.3613804341,BULL
2021-06-08,1504039.6245227347,BULL
2021-06-09,1494603.978079489,BULL
2021-06-10,1510028.386801339,BULL
2021-06-11,1514349.397060528,BULL
2021-06-14,1510631.1419573347,BULL
2021-06-15,1518724.6156998577,BULL
2021-06-16,1514130.2971900334,BULL
2021-06-17,1505921.755002321,BULL
2021-06-18,1501861.0747570472,BULL
2021-06-21,1502273.2895334247,BULL
2021-06-22,1508389.4388205975,BULL
2021-06-23,1500266.1415625992,BULL
2021-06-24,1518490.5912728847,BULL
2021-06-25,1523761.587667319,BULL
2021-06-28,1521743.7774450406,BULL
2021-06-29,1521297.9263625233,BULL
2021-06-30,1518755.460874893,BULL
2021-07-01,1523711.8580211124,BULL
2021-07-02,1522033.4429124843,BULL
2021-07-05,1531846.1356415302,BULL
2021-07-06,1519436.7465726084,BULL
2021-07-07,1523702.9581115583,BULL
2021-07-08,1516855.5789729005,BULL
2021-07-09,1516311.677371546,BULL
2021-07-12,1515986.5141955982,BULL
2021-07-13,1505317.154412382,BULL
2021-07-14,1520689.142381267,BULL
2021-07-15,1534265.932715067,BULL
2021-07-16,1531505.15401979,BULL
2021-07-19,1528379.1135198984,BULL
2021-07-20,1517250.2786024848,BULL
2021-07-22,1530955.6132355551,BULL
2021-07-23,1530827.410225877,BULL
2021-07-26,1543409.1230774908,BULL
2021-07-27,1533192.5862664,BULL
2021-07-28,1527827.9351641145,BULL
2021-07-29,1534455.9079787768,BULL
2021-07-30,1543654.7275111324,BULL
2021-08-02,1555482.4062877875,BULL
2021-08-03,1564379.068360999,BULL
2021-08-04,1557114.5268019128,BULL
2021-08-05,1560138.3281769326,BULL
2021-08-06,1561907.8336851143,BULL
2021-08-09,1558810.945083288,BULL
2021-08-10,1557458.9896189081,BULL
2021-08-11,1558641.7736983106,BULL
2021-08-12,1572167.9634303215,BULL
2021-08-13,1583290.84264732,BULL
2021-08-16,1586209.0420500776,BULL
2021-08-17,1598717.8333777895,BULL
2021-08-18,1609923.7801461818,BULL
2021-08-20,1602823.863381784,BULL
2021-08-23,1610005.6674518725,BULL
2021-08-24,1611049.4566938963,BULL
2021-08-25,1612502.0845011983,BULL
2021-08-26,1612853.1451336744,BULL
2021-08-27,1624472.4720538333,BULL
2021-08-30,1632791.502060656,BULL
2021-08-31,1646165.616554028,BULL
2021-09-01,1643353.9880843943,BULL
2021-09-02,1659351.5161225079,BULL
2021-09-03,1668660.6440257225,BULL
2021-09-06,1684612.4271208527,BULL
2021-09-07,1675040.3050043115,BULL
2021-09-08,1667284.226698997,BULL
2021-09-09,1674533.0718606114,BULL
2021-09-13,1682012.6957707298,BULL
2021-09-14,1690148.5155386478,BULL
2021-09-15,1709891.7334806342,BULL
2021-09-16,1712913.30382287,BULL
2021-09-17,1705408.329459911,BULL
2021-09-20,1692625.5833595353,BULL
2021-09-21,1706413.839943288,BULL
2021-09-22,1710466.0818425901,BULL
2021-09-23,1721156.8817510416,BULL
2021-09-24,1722700.617722925,BULL
2021-09-27,1709490.4230135893,BULL
2021-09-28,1689558.5656080237,BULL
2021-09-29,1692067.5326877963,BULL
2021-09-30,1682637.339538955,BULL
2021-10-01,1675684.5323516503,BULL
2021-10-04,1692133.9026597324,BULL
2021-10-05,1709835.384834158,BULL
2021-10-06,1694486.5453084307,BULL
2021-10-07,1703015.6259292737,BULL
2021-10-08,1706803.031165893,BULL
2021-10-11,1722136.3287194227,BULL
2021-10-12,1719384.7470366415,BULL
2021-10-13,1736245.2587375983,BULL
2021-10-14,1752483.0942225002,BULL
2021-10-18,1769602.1988431467,BULL
2021-10-19,1746042.0795051698,BULL
2021-10-20,1724009.5588823252,BULL
2021-10-21,1713029.9731357305,BULL
2021-10-22,1710348.7446815395,BULL
2021-10-25,1687722.2175445962,BULL
2021-10-26,1691543.241392813,BULL
2021-10-27,1687602.9746984423,BULL
2021-10-28,1636090.964551759,BULL
2021-10-29,1625981.3022069596,BULL
2021-11-01,1648658.5028666705,BULL
2021-11-02,1664009.7231321028,BULL
2021-11-03,1648633.5046191206,BULL
2021-11-04,1660936.4030027797,BULL
2021-11-08,1658853.2260235888,BULL
2021-11-09,1664397.9326989336,BULL
2021-11-10,1654867.8445226355,BULL
2021-11-11,1644764.069097068,BULL
2021-11-12,1653296.2663583092,BULL
2021-11-15,1653999.8581384262,BULL
2021-11-16,1637097.94116037,BULL
2021-11-17,1633936.4255177148,BULL
2021-11-18,1626177.7800125736,BULL
2021-11-22,1590011.6199780242,BULL
2021-11-23,1599674.70535208,BULL
2021-11-24,1596764.7612934504,BULL
2021-11-25,1592017.236433693,BULL
2021-11-26,1567987.7674503431,BULL
2021-11-29,1552673.9169582485,PARTIAL
2021-11-30,1552732.4769637869,PARTIAL
2021-12-01,1548831.0044461978,PARTIAL
2021-12-02,1553446.4612308731,PARTIAL
2021-12-03,1551030.0370844812,PARTIAL
2021-12-06,1542739.7237857566,PARTIAL
2021-12-07,1550389.5501891356,PARTIAL
2021-12-08,1561480.8828833979,PARTIAL
2021-12-09,1565373.1920280112,PARTIAL
2021-12-10,1563676.8388524323,PARTIAL
2021-12-13,1562515.900981031,BULL
2021-12-14,1551844.0918169662,BULL
2021-12-15,1541717.3764784,BULL
2021-12-16,1540396.068465786,BULL
2021-12-17,1527939.682988764,BULL
2021-12-20,1476484.039993649,BEAR
2021-12-21,1476564.9432287174,BEAR
2021-12-22,1476645.8508968398,BEAR
2021-12-23,1476726.762998259,BEAR
2021-12-24,1476807.6795332178,BEAR
2021-12-27,1476888.6005019594,BEAR
2021-12-28,1476969.5259047267,BEAR
2021-12-29,1477050.4557417626,BEAR
2021-12-30,1477131.3900133104,BEAR
2021-12-31,1477212.3287196127,BEAR
2022-01-03,1477193.2718609124,BULL
2022-01-04,1474495.4740863098,BULL
2022-01-05,1469669.6527502416,BULL
2022-01-06,1455415.113969397,BULL
2022-01-07,1456938.5508905968,BULL
2022-01-10,1464850.9170260094,BULL
2022-01-11,1471266.941649807,BULL
2022-01-12,1471651.2824180857,BULL
2022-01-13,1478353.0179673752,BULL
2022-01-14,1482254.6588073662,BULL
2022-01-17,1485013.7152130809,BULL
2022-01-18,1461453.754072773,BULL
2022-01-19,1447472.6987611316,BULL
2022-01-20,1433243.935825047,BULL
2022-01-21,1414385.1579474506,BULL
2022-01-24,1385284.3716389346,BULL
2022-01-25,1400421.3201317992,BULL
2022-01-27,1391287.0933047791,BULL
2022-01-28,1398230.7034165564,BULL
2022-01-31,1416001.1493426254,BEAR
2022-02-01,1416078.738446699,BEAR
2022-02-02,1416156.3318022303,BEAR
2022-02-03,1416233.9294094525,BEAR
2022-02-04,1416311.5312685983,BEAR
2022-02-07,1416329.1373799008,PARTIAL
2022-02-08,1416078.6195324447,PARTIAL
2022-02-09,1413991.4000868527,PARTIAL
2022-02-10,1419719.0524181102,PARTIAL
2022-02-11,1412877.3306938359,PARTIAL
2022-02-14,1390654.1988459602,BEAR
2022-02-15,1390730.399076034,BEAR
2022-02-16,1390806.603481463,BEAR
2022-02-17,1390882.8120624756,BEAR
2022-02-18,1390959.024819301,BEAR
2022-02-21,1391035.241752168,BEAR
2022-02-22,1391111.462861305,BEAR
2022-02-23,1391187.6881469414,BEAR
2022-02-24,1391263.9176093056,BEAR
2022-02-25,1391340.1512486266,BEAR
2022-02-28,1391416.3890651334,BEAR
2022-03-02,1391492.631059055,BEAR
2022-03-03,1391568.87723062,BEAR
2022-03-04,1391645.1275800574,BEAR
2022-03-07,1391721.3821075961,BEAR
2022-03-08,1391797.6408134652,BEAR
2022-03-09,1391873.9036978935,BEAR
2022-03-10,1391950.17076111,BEAR
2022-03-11,1392026.4420033437,BEAR
2022-03-14,1392102.7174248234,BEAR
2022-03-15,1392178.9970257783,BEAR
2022-03-16,1392255.2808064374,BEAR
2022-03-17,1392331.5687670296,BEAR
2022-03-21,1392347.8609077837,PARTIAL
2022-03-22,1395355.5116580871,PARTIAL
2022-03-23,1398833.2591036372,PARTIAL
2022-03-24,1404912.4206958013,PARTIAL
2022-03-25,1402536.9622343415,PARTIAL
2022-03-28,1404510.3397024057,BEAR
2022-03-29,1404587.2991730745,BEAR
2022-03-30,1404664.2628607005,BEAR
2022-03-31,1404741.2307655148,BEAR
2022-04-01,1404818.2028877486,BEAR
2022-04-04,1404835.179227633,PARTIAL
2022-04-05,1409414.8846575706,PARTIAL
2022-04-06,1415134.2640901303,PARTIAL
2022-04-07,1408298.370128185,PARTIAL
2022-04-08,1414758.5919900702,PARTIAL
2022-04-11,1413571.856619841,BULL
2022-04-12,1392124.3698483044,BULL
2022-04-13,1392218.697168719,BULL
2022-04-18,1373934.6027504595,BULL
2022-04-19,1366889.2757212457,BULL
2022-04-20,1361878.0624190688,BULL
2022-04-21,1377743.926982265,BULL
2022-04-22,1365041.6282047841,BULL
2022-04-25,1334744.6960922657,BULL
2022-04-26,1346742.0788961642,BULL
2022-04-27,1339015.2870736548,BULL
2022-04-28,1351382.3492254156,BULL
2022-04-29,1344154.8670792084,BULL
2022-05-02,1334971.0793401734,BEAR
2022-05-04,1335044.2284404114,BEAR
2022-05-05,1335117.3815488191,BEAR
2022-05-06,1335190.5386656164,BEAR
2022-05-09,1335263.6997910228,BEAR
2022-05-10,1335336.864925258,BEAR
2022-05-11,1335410.0340685418,BEAR
2022-05-12,1335483.2072210936,BEAR
2022-05-13,1335556.3843831331,BEAR
2022-05-16,1335629.5655548803,BEAR
2022-05-17,1335702.7507365546,BEAR
2022-05-18,1335775.9399283759,BEAR
2022-05-19,1335849.133130564,BEAR
2022-05-20,1335922.3303433382,BEAR
2022-05-23,1335995.5315669188,BEAR
2022-05-24,1336068.7368015253,BEAR
2022-05-25,1336141.9460473775,BEAR
2022-05-26,1336215.1593046952,BEAR
2022-05-27,1336288.3765736984,BEAR
2022-05-30,1336361.5978546066,BEAR
2022-05-31,1336434.8231476399,BEAR
2022-06-01,1336508.052453018,BEAR
2022-06-02,1336581.2857709609,BEAR
2022-06-03,1336654.5231016881,BEAR
2022-06-06,1336727.76444542,BEAR
2022-06-07,1336801.009802376,BEAR
2022-06-08,1336874.2591727762,BEAR
2022-06-09,1336947.5125568407,BEAR
2022-06-10,1337020.7699547892,BEAR
2022-06-13,1337094.0313668416,BEAR
2022-06-14,1337167.296793218,BEAR
2022-06-15,1337240.5662341383,BEAR
2022-06-16,1337313.8396898224,BEAR
2022-06-17,1337387.1171604905,BEAR
2022-06-20,1337460.3986463624,BEAR
2022-06-21,1337533.684147658,BEAR
2022-06-22,1337606.9736645978,BEAR
2022-06-23,1337680.2671974015,BEAR
2022-06-24,1337753.564746289,BEAR
2022-06-27,1337826.8663114808,BEAR
2022-06-28,1337900.1718931966,BEAR
2022-06-29,1337973.4814916567,BEAR
2022-06-30,1338046.795107081,BEAR
2022-07-01,1338120.1127396899,BEAR
2022-07-04,1338193.4343897032,BEAR
2022-07-05,1338266.760057341,BEAR
2022-07-06,1338340.0897428237,BEAR
2022-07-07,1338413.4234463715,BEAR
2022-07-08,1338486.7611682042,BEAR
2022-07-11,1338560.1029085424,BEAR
2022-07-12,1338633.4486676059,BEAR
2022-07-13,1338706.7984456152,BEAR
2022-07-14,1338780.1522427904,BEAR
2022-07-15,1338853.5100593518,BEAR
2022-07-18,1338926.8718955196,BEAR
2022-07-19,1339000.237751514,BEAR
2022-07-20,1339073.6076275553,BEAR
2022-07-21,1339146.9815238637,BEAR
2022-07-22,1339220.3594406596,BEAR
2022-07-25,1339233.741378163,PARTIAL
2022-07-26,1330606.6214134917,PARTIAL
2022-07-27,1334330.617750056,PARTIAL
2022-07-28,1339733.4550602967,PARTIAL
2022-07-29,1349655.1135048405,PARTIAL
2022-08-01,1367470.682212934,PARTIAL
2022-08-02,1371066.9051465662,PARTIAL
2022-08-03,1369740.8655787634,PARTIAL
2022-08-04,1370391.7776589175,PARTIAL
2022-08-05,1371938.1558703815,PARTIAL
2022-08-08,1376188.904728812,PARTIAL
2022-08-10,1375643.534477078,PARTIAL
2022-08-11,1378893.5978847065,PARTIAL
2022-08-12,1380155.7147476338,PARTIAL
2022-08-16,1389070.1301290402,BULL
2022-08-17,1396853.3877727005,BULL
2022-08-18,1403641.1567452294,BULL
2022-08-19,1383431.7829621346,BULL
2022-08-22,1362310.3533903817,BULL
2022-08-23,1366296.0714462174,BULL
2022-08-24,1377657.5284855724,BULL
2022-08-25,1377819.7178348426,BULL
2022-08-26,1377899.245654027,BULL
2022-08-29,1354618.9636795048,BULL
2022-08-30,1381127.2516099946,BULL
2022-09-01,1377846.6970398307,BULL
2022-09-02,1377562.2365764317,BULL
2022-09-05,1383682.8691459498,BULL
2022-09-06,1384878.8502946477,BULL
2022-09-07,1385094.8214163184,BULL
2022-09-08,1395743.1990703198,BULL
2022-09-09,1399207.0804316613,BULL
2022-09-12,1409864.273634444,BULL
2022-09-13,1413079.5129293124,BULL
2022-09-14,1420367.8873849188,BULL
2022-09-15,1421367.7831139953,BULL
2022-09-16,1393142.6182681574,BULL
2022-09-19,1402223.845393796,BULL
2022-09-20,1415369.861500705,BULL
2022-09-21,1404656.4553346871,BULL
2022-09-22,1394366.7495628058,BULL
2022-09-23,1359194.8418786859,BULL
2022-09-26,1319431.8251377223,BULL
2022-09-27,1316623.9967181112,BULL
2022-09-28,1308010.434407955,BULL
2022-09-29,1312967.3828619716,BULL
2022-09-30,1330355.573154963,BULL
2022-10-03,1308902.1290691379,PARTIAL
2022-10-04,1330549.8056729133,PARTIAL
2022-10-06,1327746.328169851,PARTIAL
2022-10-07,1327526.4355753069,PARTIAL
2022-10-10,1311337.8922694777,BULL
2022-10-11,1292897.4738256899,BULL
2022-10-12,1299268.28213757,BULL
2022-10-13,1294303.9825338991,BULL
2022-10-14,1297428.9781745316,BULL
2022-10-17,1298815.1966484175,PARTIAL
2022-10-18,1304516.9024392853,PARTIAL
2022-10-19,1304895.3102962244,PARTIAL
2022-10-20,1302857.84866795,PARTIAL
2022-10-21,1304469.2990740757,PARTIAL
2022-10-24,1316459.736666727,BULL
2022-10-25,1322371.078553809,BULL
2022-10-27,1331673.6243144972,BULL
2022-10-28,1326364.4090165703,BULL
2022-10-31,1336737.4271472814,BULL
2022-11-01,1343125.4073718162,BULL
2022-11-02,1338116.0568080994,BULL
2022-11-03,1343309.922788967,BULL
2022-11-04,1346278.9967396434,BULL
2022-11-07,1367429.405842416,BULL
2022-11-09,1377790.8198143637,BULL
2022-11-10,1365656.2905857533,BULL
2022-11-11,1378388.2385099805,BULL
2022-11-14,1373752.7729912526,BULL
2022-11-15,1380383.4586708257,BULL
2022-11-16,1381371.7223038222,BULL
2022-11-17,1383098.2018314535,BULL
2022-11-18,1382619.9712657945,BULL
2022-11-21,1381644.138235116,BULL
2022-11-22,1393966.8858801664,BULL
2022-11-23,1400481.414762053,BULL
2022-11-24,1411905.7997429767,BULL
2022-11-25,1413045.3652198976,BULL
2022-11-28,1416995.4688449553,BULL
2022-11-29,1420273.945668693,BULL
2022-11-30,1422383.3223577794,BULL
2022-12-01,1431780.8065897727,BULL
2022-12-02,1431270.4945376099,BULL
2022-12-05,1433484.0418461896,BULL
2022-12-06,1428715.9448720037,BULL
2022-12-07,1429913.1468200139,BULL
2022-12-08,1446893.292707332,BULL
2022-12-09,1441737.7242384444,BULL
2022-12-12,1454142.880286144,BULL
2022-12-13,1469930.9232479355,BULL
2022-12-14,1480714.8815304372,BULL
2022-12-15,1462355.7370253,BULL
2022-12-16,1446393.4952090087,BULL
2022-12-19,1441208.3676090506,BULL
2022-12-20,1434979.636165722,BULL
2022-12-21,1429112.0237259448,BULL
2022-12-22,1427118.147746569,BULL
2022-12-23,1396629.7011448601,BULL
2022-12-26,1404974.4203094158,BEAR
2022-12-27,1405051.4052091588,BEAR
2022-12-28,1405128.3943272526,BEAR
2022-12-29,1405205.387663928,BEAR
2022-12-30,1405282.3852194166,BEAR
2023-01-02,1405299.3869939493,PARTIAL
2023-01-03,1413506.1531197024,PARTIAL
2023-01-04,1411616.6814598092,PARTIAL
2023-01-05,1402624.3565601292,PARTIAL
2023-01-06,1398592.0637095082,PARTIAL
2023-01-09,1411879.011348029,BEAR
2023-01-10,1411956.3745815274,BEAR
